,Name,Address,twd97E,twd97N,wgs84X,wgs84Y,類別,大類別,type
1441,樟樹灣,大同路一段503號同向(向東),314375.8008,2772473.225,121.63806,25.05908,公車站,交通便利設施,blue
1442,聯合報總部,大同路一段415號對向(向東),314751.0897,2772654.226,121.641788,25.060698,公車站,交通便利設施,blue
1443,昊天嶺,大同路一段511號同向(向東),315114.7425,2772819.009,121.6454,25.06217,公車站,交通便利設施,blue
1444,汐科站北站,大同路二段200號同向(向東),315800.7577,2773043.84,121.65221,25.06417,公車站,交通便利設施,blue
1445,汐止國小,大同路二段329-343號對向(向東),316073.2598,2773275.669,121.654922,25.066251,公車站,交通便利設施,blue
1446,汐止國中,大同路二段394號對向(向東),316460.6237,2773371.484,121.658766,25.067099,公車站,交通便利設施,blue
1447,汐止,大同路二段535號同向(向東),316787.8437,2773592.518,121.66202,25.06908,公車站,交通便利設施,blue
1448,國泰醫院,茄苳路3-37號對向(向北),317083.2715,2773875.435,121.664962,25.071621,公車站,交通便利設施,blue
1449,崇義高中,大同路三段71號同向(向東),317341.5216,2774466.653,121.6675507,25.07694684,公車站,交通便利設施,blue
1450,保安里,大同路三段355號同向(向東),318119.9791,2774033.187,121.6752456,25.07299875,公車站,交通便利設施,blue
1451,保長坑,大同路三段348號同向(向東),318610.7668,2773826.429,121.6801,25.07111,公車站,交通便利設施,blue
1452,亞太科技園區,大同路三段422號同向(向北),318935.412,2774009.176,121.683327,25.072745,公車站,交通便利設施,blue
1453,捷運南港軟體園區站,經貿二路170號同向(向南),312082.0548,2772548.255,121.61533,25.05985329,公車站,交通便利設施,blue
1454,水源路二段72巷口,台北市北投區,316193.9793,2772185.391,121.6560661,25.056403,公車站,交通便利設施,blue
1455,台北小別墅,新北市汐止區水源路二段72巷,316148.1552,2771957.426,121.655601,25.054347,公車站,交通便利設施,blue
1456,白雲社區活動中心,台北市北投區,316293.8612,2772073.112,121.6570506,25.055385,公車站,交通便利設施,blue
1457,白雲里,台北市北投區,316353.9011,2771893.846,121.657637,25.053764,公車站,交通便利設施,blue
1458,柳燕橋,台北市北投區,316389.7573,2771741.268,121.657985,25.052385,公車站,交通便利設施,blue
1459,逸林園,台北市北投區,316503.6394,2771459.138,121.6591,25.049833,公車站,交通便利設施,blue
1460,柳燕橋,台北市北投區,316389.7573,2771741.268,121.657985,25.052385,公車站,交通便利設施,blue
1461,白雲里,台北市北投區,316353.9011,2771893.846,121.657637,25.053764,公車站,交通便利設施,blue
1462,白雲社區活動中心,台北市北投區,316293.8612,2772073.112,121.6570506,25.055385,公車站,交通便利設施,blue
1463,水源路二段72巷口,台北市北投區,316193.9793,2772185.391,121.6560661,25.056403,公車站,交通便利設施,blue
1464,白雲土地公廟,台北市北投區,316080.3337,2772281.543,121.6549444,25.057276,公車站,交通便利設施,blue
1465,汐碇路口,台北市北投區,315987.8806,2772469.072,121.6540371,25.058973,公車站,交通便利設施,blue
1466,莊敬街口,新北市汐止區莊敬街135-137,316041.8661,2772674.479,121.654582,25.060825,公車站,交通便利設施,blue
1467,瑞士山莊,新北市汐止區瑞松街150巷1,315301.0936,2778041.828,121.647495,25.109312,公車站,交通便利設施,blue
1468,瑞松街146號,新北市汐止區瑞松街,315101.7764,2778110.105,121.645522,25.109937,公車站,交通便利設施,blue
1469,瑞士山莊,新北市汐止區瑞松街150巷1,315301.0936,2778041.828,121.647495,25.109312,公車站,交通便利設施,blue
1470,四川橋,新北市汐止區汐萬路三段252巷27號對面,315048.0543,2777570.839,121.6449638,25.105071,公車站,交通便利設施,blue
1471,烘內,新北市汐止區汐萬路三段252巷1號,314950.1873,2777520.525,121.6439911,25.104621,公車站,交通便利設施,blue
1472,月牙泉,新北市汐止區汐萬路三段217巷對面(向南),314930.7155,2777358.819,121.6437904,25.103162,公車站,交通便利設施,blue
1473,汐萬路三段209號,新北市汐止區汐萬路三段209,314809.6955,2776986.94,121.642573,25.09981,公車站,交通便利設施,blue
1474,昇新製衣,台北市北投區,314757.7093,2776847.012,121.642051,25.098549,公車站,交通便利設施,blue
1475,堪農山莊,新北市汐止區汐萬路三段199巷口對面,314758.5402,2776699.802,121.6420523,25.09722,公車站,交通便利設施,blue
1476,母懿堂,台北市北投區,314873.7984,2776107.065,121.643167,25.091864,公車站,交通便利設施,blue
1477,拱北殿,新北市汐止區汐萬路三段與八連路一段530巷口(向南),314888.4557,2775988.278,121.6433067,25.090791,公車站,交通便利設施,blue
1478,北港國小(二),汐萬路二段335巷口(向南),315038.2911,2775943.909,121.64479,25.090384,公車站,交通便利設施,blue
1479,北港國小,新北市汐止區汐萬路二段275對面,315132.5693,2775846.217,121.64572,25.089498,公車站,交通便利設施,blue
1480,烘內派出所,新北市汐止區汐萬路二段232號同向,315241.0779,2775696.753,121.6467886,25.088144,公車站,交通便利設施,blue
1481,林肯大郡,台北市北投區,315408.714,2775939.922,121.648462,25.090332,公車站,交通便利設施,blue
1482,飛瑞電子,台北市北投區,315394.7605,2775252.969,121.648291,25.084131,公車站,交通便利設施,blue
1483,川口,川口(新巴士),315499.2157,2774739.275,121.649302,25.079489,公車站,交通便利設施,blue
1484,孝友別墅,新北市汐止區汐萬路一段418巷口,315571.2291,2774566.377,121.6500076,25.077925,公車站,交通便利設施,blue
1485,北港溪口,台北市北投區,315551.5716,2774382.847,121.649804,25.076269,公車站,交通便利設施,blue
1486,康寧街口,台北市北投區,315648.3375,2774169.526,121.650753,25.074339,公車站,交通便利設施,blue
1487,電力公司,新北市汐止區汐萬路一段236號同向,315733.7895,2774005.887,121.6515922,25.072858,公車站,交通便利設施,blue
1488,江北二橋橋頭,台北市北投區,315854.764,2773790.469,121.652781,25.070908,公車站,交通便利設施,blue
1489,汐科站北站,大同路二段200號同向(向東),315800.7577,2773043.84,121.65221,25.06417,公車站,交通便利設施,blue
1490,汐止國小,大同路二段329-343號對向(向東),316073.2598,2773275.669,121.654922,25.066251,公車站,交通便利設施,blue
1491,汐止公園,大同路二段462號對面(向東),316568.3835,2773411.333,121.659836,25.067454,公車站,交通便利設施,blue
1492,汐止火車站,新北市汐止區大同路二段564(向東),316790.9381,2773599.29,121.662051,25.069141,公車站,交通便利設施,blue
1493,汐止公園,大同路二段462號(向西),316576.6658,2773450.807,121.65992,25.06781,公車站,交通便利設施,blue
1494,江北橋頭,新北市汐止區汐萬路一段20號,316176.4395,2773436.454,121.6559524,25.067698,公車站,交通便利設施,blue
1495,江北社區,新北市汐止區汐萬路一段81號對面,316052.8389,2773700.817,121.65474,25.07009,公車站,交通便利設施,blue
1496,電力公司,新北市汐止區新北市汐止區汐萬路一段236號,315741.0789,2774019.436,121.6516651,25.07298,公車站,交通便利設施,blue
1497,土地公廟,新北市汐止區汐萬路一段269號對面(向南),315633.9608,2774159.155,121.65061,25.074246,公車站,交通便利設施,blue
1498,招呼站,新北市汐止區汐萬路一段343巷13弄11號對面(向北),315585.1933,2774421.224,121.6501391,25.076614,公車站,交通便利設施,blue
1499,橋東,橋東(新巴士),317208.1356,2774087.399,121.66621,25.073529,公車站,交通便利設施,blue
1500,崇義高中(忠孝東路),汐止區忠孝東路517號西側(向北),317295.2496,2774359.643,121.6670868,25.07598285,公車站,交通便利設施,blue
1501,崇義高中,大同路三段71號同向(向北),317341.5216,2774466.653,121.6675507,25.07694684,公車站,交通便利設施,blue
1502,五堵火車站,台北市汐止區鄉長路一段273號,317405.6612,2774599.801,121.668193,25.078146,公車站,交通便利設施,blue
1503,長安地下道,新北市汐止區長興街一段16號,317551.4551,2774677.619,121.669642,25.078842,公車站,交通便利設施,blue
1504,保福橋頭,台北市北投區,317755.2321,2774841.131,121.67167,25.080309,公車站,交通便利設施,blue
1505,保長里候車亭,台北市北投區,317973.4499,2774844.876,121.6738333,25.080333,公車站,交通便利設施,blue
1506,保長路51巷口,台北市北投區,318037.4898,2774705.292,121.6744612,25.07907,公車站,交通便利設施,blue
1507,長安里,大同路三段243-245號同向(向西),317908.7618,2774397.815,121.67317,25.0763,公車站,交通便利設施,blue
1508,崇義高中,大同路三段89號同向(向南),317348.3434,2774509.13,121.6676204,25.07733,公車站,交通便利設施,blue
1509,崇義高中(忠孝東路),汐止區忠孝東路517號東側(向南),317275.996,2774336.08,121.6668948,25.07577099,公車站,交通便利設施,blue
1510,橋東,橋東(新巴士),317203.4534,2774095.795,121.666164,25.073605,公車站,交通便利設施,blue
1511,摩登家庭社區,新北市汐止區忠孝東路365號旁(向北),317195.0508,2773855.935,121.666069,25.07144,公車站,交通便利設施,blue
1512,茄苳路口,台北市北投區,317154.1999,2773745.518,121.6656587,25.070445,公車站,交通便利設施,blue
1513,汐止火車站(忠孝東路),忠孝東路265號,316923.4223,2773472.775,121.663358,25.067993,公車站,交通便利設施,blue
1514,秀峰高中(忠孝東路),忠孝東路208號同向(向西),316774.2232,2773304.005,121.661871,25.066476,公車站,交通便利設施,blue
1515,黃昏市場,新北市汐止區秀峰路17-39號,316532.4574,2773183.48,121.6594689,25.0653986,公車站,交通便利設施,blue
1516,汐萬路一段,汐萬路一段130號前,315928.864,2773826.495,121.6535172,25.07123,公車站,交通便利設施,blue
1517,汐止,大同路二段535號同向(向東),316787.8437,2773592.518,121.66202,25.06908,公車站,交通便利設施,blue
1518,秀峰高中(忠孝東路),秀峰高中(忠孝東路),316762.9511,2773277.698,121.661758,25.066239,公車站,交通便利設施,blue
1519,黃昏市場,新北市汐止區秀峰路17-39號,316532.4574,2773183.48,121.6594689,25.0653986,公車站,交通便利設施,blue
1520,汐止火車站,新北市汐止區大同路二段564(向東),316790.9381,2773599.29,121.662051,25.069141,公車站,交通便利設施,blue
1521,城中城社區,城中城社區(新巴士),316836.1056,2774058.654,121.662521,25.073286,公車站,交通便利設施,blue
1522,國泰醫院,新北市汐止區建成路59巷1號,316749.5495,2774057.676,121.661663,25.073281,公車站,交通便利設施,blue
1523,東方山河社區,台北市北投區,317129.0913,2774247.184,121.6654343,25.074975,公車站,交通便利設施,blue
1524,五堵火車站,台北市汐止區鄉長路一段273號,317372.7464,2774625.67,121.667868,25.078381,公車站,交通便利設施,blue
1525,鄉友街口,台北市北投區,317459.4353,2774923.296,121.6687419,25.081064,公車站,交通便利設施,blue
1526,大慶原鄉社區,台北市北投區,317417.0395,2775093.784,121.66833,25.082605,公車站,交通便利設施,blue
1527,青山國中,台北市北投區,316196.4669,2772710.564,121.656116,25.061144,公車站,交通便利設施,blue
1528,莊敬街5號,莊敬街5號(新巴士),316352.4024,2772762.497,121.657664,25.061606,公車站,交通便利設施,blue
1529,自強里活動中心,台北市北投區,316315.0657,2772908.864,121.657301,25.062929,公車站,交通便利設施,blue
1530,汐止區公所(仁愛路),新北市汐止區仁愛路10號,316513.0214,2773012.512,121.659268,25.063856,公車站,交通便利設施,blue
1531,福安街口,新北市汐止區仁愛路143號,316940.1395,2773067.77,121.663504,25.064336,公車站,交通便利設施,blue
1532,水碓,水碓(新巴士),317051.1453,2773231.59,121.6646122,25.06581,公車站,交通便利設施,blue
1533,新昌圖書館,仁愛路318號,317066.2062,2773427.063,121.664771,25.067574,公車站,交通便利設施,blue
1534,汐止火車站(公園),新北市汐止區,316877.8422,2773571.026,121.662911,25.068882,公車站,交通便利設施,blue
1535,東方鴻社區,台北市北投區,316908.8594,2773500.396,121.663215,25.068243,公車站,交通便利設施,blue
1536,新昌圖書館,仁愛路318號,317066.2062,2773427.063,121.664771,25.067574,公車站,交通便利設施,blue
1537,水碓,水碓(新巴士),317051.1453,2773231.59,121.6646122,25.06581,公車站,交通便利設施,blue
1538,福安街口,新北市汐止區仁愛路143號,316940.1395,2773067.77,121.663504,25.064336,公車站,交通便利設施,blue
1539,秀峰國小,新北市汐止區仁愛路93-111號,316818.4961,2772957.622,121.662293,25.063347,公車站,交通便利設施,blue
1540,汐止區公所(仁愛路),新北市汐止區仁愛路10號,316513.0214,2773012.512,121.659268,25.063856,公車站,交通便利設施,blue
1541,自強里活動中心,台北市北投區,316315.0657,2772908.864,121.657301,25.062929,公車站,交通便利設施,blue
1542,莊敬街5號,莊敬街5號(新巴士),316352.4024,2772762.497,121.657664,25.061606,公車站,交通便利設施,blue
1543,青山國中,台北市北投區,316196.4669,2772710.564,121.656116,25.061144,公車站,交通便利設施,blue
1544,莊敬街口,新北市汐止區莊敬街135-137,316041.8661,2772674.479,121.654582,25.060825,公車站,交通便利設施,blue
1545,汐碇路口,台北市北投區,315987.8806,2772469.072,121.6540371,25.058973,公車站,交通便利設施,blue
1546,白雲土地公廟,台北市北投區,316080.3337,2772281.543,121.6549444,25.057276,公車站,交通便利設施,blue
1547,水源路二段72巷口,台北市北投區,316193.9793,2772185.391,121.6560661,25.056403,公車站,交通便利設施,blue
1548,台北小別墅,新北市汐止區水源路二段72巷,316148.1552,2771957.426,121.655601,25.054347,公車站,交通便利設施,blue
1549,白雲社區活動中心,台北市北投區,316293.8612,2772073.112,121.6570506,25.055385,公車站,交通便利設施,blue
1550,白雲里,台北市北投區,316353.9011,2771893.846,121.657637,25.053764,公車站,交通便利設施,blue
1551,柳燕橋,台北市北投區,316389.7573,2771741.268,121.657985,25.052385,公車站,交通便利設施,blue
1552,逸林園,台北市北投區,316503.6394,2771459.138,121.6591,25.049833,公車站,交通便利設施,blue
1553,汐止公園,大同路二段462號(向西),316565.2805,2773447.65,121.659807,25.067782,公車站,交通便利設施,blue
1554,大同路二段312巷10號,台北市北投區,316175.4353,2773260.767,121.655934,25.066112,公車站,交通便利設施,blue
1555,新興路12號,新北市汐止區新興路18號,316223.2831,2773103.928,121.6564007,25.064694,公車站,交通便利設施,blue
1556,莊敬街5號,莊敬街5號(新巴士),316352.4024,2772762.497,121.657664,25.061606,公車站,交通便利設施,blue
1557,青山國中,台北市北投區,316196.4669,2772710.564,121.656116,25.061144,公車站,交通便利設施,blue
1558,莊敬街口,新北市汐止區水源路一段231號,316005.9809,2772667.438,121.654226,25.060763,公車站,交通便利設施,blue
1559,鵠鵠崙路,台北市北汐止區內曾路,320551.8916,2771403.135,121.699216,25.049144,公車站,交通便利設施,blue
1560,東山國小,新北市汐止區汐平路二段76號,320664.653,2772563.379,121.700393,25.059613,公車站,交通便利設施,blue
1561,東山派出所,新北市汐止區汐平路二段70號,320522.4072,2772695.901,121.69899,25.060816,公車站,交通便利設施,blue
1562,大圓山寺,新北市汐止區汐平路二段62號,320321.783,2772821.034,121.697008,25.061955,公車站,交通便利設施,blue
1563,姜子寮路口,新北市汐止區北31鄉道,320238.0839,2773008.249,121.696188,25.063649,公車站,交通便利設施,blue
1564,忠孝橋,新北市汐止區汐平路二段28,320026.5835,2773248.753,121.694104,25.06583,公車站,交通便利設施,blue
1565,小坑路口,新北市汐止區汐平路二段28,319902.3965,2773324.991,121.692877,25.066524,公車站,交通便利設施,blue
1566,汐平路一段182號路口,新北市汐止區汐平路一段182號,319698.7005,2773303.9,121.690857,25.066343,公車站,交通便利設施,blue
1567,石門坑福德宮,新北市汐止區汐平路一段172,319492.4553,2773367.205,121.688816,25.066924,公車站,交通便利設施,blue
1568,新台五線橋下,新台五線橋下,319123.2667,2773590.748,121.685168,25.068959,公車站,交通便利設施,blue
1569,新台五路保新街口,新台五路保新街口(新巴士),319409.7403,2773780.292,121.688017,25.070657,公車站,交通便利設施,blue
1570,保新街大同路口,保新大同路口,318997.5085,2774078.943,121.683946,25.073372,公車站,交通便利設施,blue
1571,摩天鎮,大同路三段611-5號同向(向南),318934.2323,2774242.564,121.683327,25.074852,公車站,交通便利設施,blue
1572,新茂工廠,新茂工廠(新巴士),318912.7869,2774014.379,121.683103,25.072793,公車站,交通便利設施,blue
1573,保長坑,大同路三段324號同向(向西),318518.86,2773845.906,121.67919,25.07129,公車站,交通便利設施,blue
1574,保安里,大同路三段355號同向(向東),318109.6672,2774106.161,121.675147,25.073658,公車站,交通便利設施,blue
1575,茄苳腳,台北市北投區,317853.7379,2773477.397,121.6725792,25.06799324,公車站,交通便利設施,blue
1576,茄苳里活動中心,台北市北投區,317682.137,2773569.897,121.6708829,25.068836,公車站,交通便利設施,blue
1577,崇德國小,台北市北投區,317499.4711,2773678.655,121.6690777,25.069826,公車站,交通便利設施,blue
1578,茄苳路口,台北市北投區,317154.1999,2773745.518,121.6656587,25.070445,公車站,交通便利設施,blue
1579,汐止火車站(忠孝東路),忠孝東路265號,316923.4223,2773472.775,121.663358,25.067993,公車站,交通便利設施,blue
1580,黃昏市場,新北市汐止區秀峰路17-39號,316532.4574,2773183.48,121.6594689,25.0653986,公車站,交通便利設施,blue
1581,汐止,大同路二段535號同向(向東),316754.4075,2773603.061,121.6616891,25.06917666,公車站,交通便利設施,blue
1582,汐止,大同路二段535號同向(向東),316787.8437,2773592.518,121.66202,25.06908,公車站,交通便利設施,blue
1583,汐止公園,大同路二段462號(向西),316565.2805,2773447.65,121.659807,25.067782,公車站,交通便利設施,blue
1584,黃昏市場,新北市汐止區秀峰路17-39號,316532.4574,2773183.48,121.6594689,25.0653986,公車站,交通便利設施,blue
1585,秀峰高中(忠孝東路),秀峰高中(忠孝東路),316762.9511,2773277.698,121.661758,25.066239,公車站,交通便利設施,blue
1586,汐止火車站(忠孝東路),忠孝東路265號,316923.4223,2773472.775,121.663358,25.067993,公車站,交通便利設施,blue
1587,茄苳路口,台北市北投區,317154.1999,2773745.518,121.6656587,25.070445,公車站,交通便利設施,blue
1588,摩登家庭社區,忠孝東路(向南),317181.6842,2773902.824,121.6659388,25.07186389,公車站,交通便利設施,blue
1589,童厝,新北市萬里區萬崁路童厝(向東),313424.8834,2782491.47,121.629098,25.149562,公車站,交通便利設施,blue
1590,富士坪21號,台北市北投區,312954.3851,2782394.684,121.624427,25.148708,公車站,交通便利設施,blue
1591,鄒厝,台北市北投區,312566.902,2782382.815,121.6205833,25.148617,公車站,交通便利設施,blue
1592,張厝,台北市北投區,311652.3113,2782112.787,121.6115,25.146217,公車站,交通便利設施,blue
1593,北28和北28-2交叉路口,新北市萬里區北28和北28-2交叉路口(向南),311514.5309,2781745.513,121.610117,25.142907,公車站,交通便利設施,blue
1594,靈泉寺,新北市萬里區靈泉寺(向北),311474.4561,2781755.634,121.60972,25.143,公車站,交通便利設施,blue
1595,瑞泉路口,新北市萬里區瑞泉路口(向東),310892.0543,2782006.898,121.603955,25.145292,公車站,交通便利設施,blue
1596,靈泉寺,新北市萬里區靈泉寺(向東),311474.2233,2781740.235,121.609717,25.142861,公車站,交通便利設施,blue
1597,溪底三號橋,新北市萬里區溪底三號橋(向東),311385.6425,2782131.63,121.608856,25.146398,公車站,交通便利設施,blue
1598,許厝,台北市北投區,311631.0254,2782315.511,121.611298,25.148048,公車站,交通便利設施,blue
1599,國泰醫院,新北市汐止區建成路59巷1號,316749.5495,2774057.676,121.661663,25.073281,公車站,交通便利設施,blue
1600,建成路口(國泰醫院),台北市汐止區建成路口(國泰醫院),317066.2245,2773874.797,121.664793,25.071616,公車站,交通便利設施,blue
1601,汐止,新北市汐止區大同路二段523號(向南),316754.4075,2773603.061,121.6616891,25.06917666,公車站,交通便利設施,blue
1602,汐止公園,大同路二段462號對面(向東),316568.3835,2773411.333,121.659836,25.067454,公車站,交通便利設施,blue
1603,黃昏市場,新北市汐止區秀峰路18-46號,316545.4418,2773187.731,121.6595978,25.0654364,公車站,交通便利設施,blue
1604,秀峰高中(忠孝東路),忠孝東路222號同向(向北),316806.0854,2773328.641,121.662188,25.066697,公車站,交通便利設施,blue
1605,汐止,大同路二段535號同向(向東),316787.8437,2773592.518,121.66202,25.06908,公車站,交通便利設施,blue
1606,汐止公園,大同路二段462號(向西),316565.2805,2773447.65,121.659807,25.067782,公車站,交通便利設施,blue
1607,汐止國小,大同路二段278號同向(向西),316037.0962,2773284.799,121.654564,25.066335,公車站,交通便利設施,blue
1608,汐科站北站,大同路二段229號同向(向西),315876.5796,2773116.982,121.652965,25.064827,公車站,交通便利設施,blue
1609,江北二橋橋頭,台北市北投區,315854.764,2773790.469,121.652781,25.070908,公車站,交通便利設施,blue
1610,電力公司,新北市汐止區新北市汐止區汐萬路一段236號,315741.0789,2774019.436,121.6516651,25.07298,公車站,交通便利設施,blue
1611,康寧街口,台北市北投區,315648.3375,2774169.526,121.650753,25.074339,公車站,交通便利設施,blue
1612,北港溪口,台北市北投區,315551.5716,2774382.847,121.649804,25.076269,公車站,交通便利設施,blue
1613,孝友別墅,新北市汐止區汐萬路一段418巷口,315571.2291,2774566.377,121.6500076,25.077925,公車站,交通便利設施,blue
1614,川口,川口(新巴士),315499.2157,2774739.275,121.649302,25.079489,公車站,交通便利設施,blue
1615,明園山莊,新北市汐止區汐萬路二段65號同向,315451.2473,2775075.343,121.6488425,25.082525,公車站,交通便利設施,blue
1616,飛瑞電子,台北市北投區,315394.7605,2775252.969,121.648291,25.084131,公車站,交通便利設施,blue
1617,川口工業,台北市北投區,315411.5163,2775482.122,121.648468,25.086199,公車站,交通便利設施,blue
1618,鮕代坑街,台北市北投區,315429.116,2775640.386,121.64865,25.087627,公車站,交通便利設施,blue
1619,林肯大郡,台北市北投區,315408.714,2775939.922,121.648462,25.090332,公車站,交通便利設施,blue
1620,烘內派出所,新北市汐止區汐萬路二段230號對面,315223.7625,2775706.307,121.6466174,25.088231,公車站,交通便利設施,blue
1621,北港國小,新北市汐止區汐萬路二段333號前,315129.8037,2775833.908,121.645692,25.089387,公車站,交通便利設施,blue
1622,北港國小(二),汐萬路二段335巷口(向南),315038.2911,2775943.909,121.64479,25.090384,公車站,交通便利設施,blue
1623,拱北殿,新北市汐止區汐萬路三段與八連路一段530巷口對面(向北),314908.8628,2775988.154,121.643509,25.090789,公車站,交通便利設施,blue
1624,拱北殿,新北市汐止區八連路一段530巷,314733.1164,2776291.161,121.641781,25.093532,公車站,交通便利設施,blue
1625,母懿堂,台北市北投區,314873.7984,2776107.065,121.643167,25.091864,公車站,交通便利設施,blue
1626,堪農山莊,新北市汐止區汐萬路三段199巷口對面,314758.5402,2776699.802,121.6420523,25.09722,公車站,交通便利設施,blue
1627,昇新製衣,台北市北投區,314757.7093,2776847.012,121.642051,25.098549,公車站,交通便利設施,blue
1628,汐萬路三段209號,新北市汐止區汐萬路三段209,314809.6955,2776986.94,121.642573,25.09981,公車站,交通便利設施,blue
1629,月牙泉,新北市汐止區汐萬路三段217巷口,314934.0212,2777346.65,121.6438226,25.103052,公車站,交通便利設施,blue
1630,烘內,新北市汐止區汐萬路三段252巷7號對面,314964.9264,2777519.82,121.6441372,25.104614,公車站,交通便利設施,blue
1631,四川橋,新北市汐止區汐萬路三段252巷27號對面,315048.0543,2777570.839,121.6449638,25.105071,公車站,交通便利設施,blue
1632,婦幼福利服務中心,麥金路433號對面,322588.0883,2779820.619,121.7198392,25.125037,公車站,交通便利設施,blue
1633,汐碇路口,台北市北投區,315987.8806,2772469.072,121.6540371,25.058973,公車站,交通便利設施,blue
1634,薄荷社區,台北市北投區,315836.186,2772329.766,121.652527,25.057722,公車站,交通便利設施,blue
1635,福德土地公,台北市北投區,315762.9881,2771710.985,121.651772,25.052139,公車站,交通便利設施,blue
1636,白雲寺,新北市汐止區汐碇路143號,315819.4616,2771592.18,121.652326,25.051064,公車站,交通便利設施,blue
1637,白匏湖垃圾場,台北市北投區,315421.1511,2771158.153,121.648358,25.047163,公車站,交通便利設施,blue
1638,白雲茶園,台北市北投區,315403.1202,2769887.097,121.648119,25.035689,公車站,交通便利設施,blue
1639,光明寺,台北市北投區,317287.7617,2769537.355,121.666777,25.032449,公車站,交通便利設施,blue
1640,石汐光明路口,台北市北投區,318632.731,2769677.633,121.680111,25.033655,公車站,交通便利設施,blue
1641,保新街67號,新北市汐止區保新街67號,319217.8522,2773978.372,121.686125,25.072454,公車站,交通便利設施,blue
1642,梅友亭,台北市北投區,318336.1081,2770286.933,121.677202,25.039169,公車站,交通便利設施,blue
1643,踏翠亭,台北市北投區,317907.0149,2770429.569,121.672957,25.040476,公車站,交通便利設施,blue
1644,天道清修院,新北市汐止區勤進路,317454.0992,2771188.426,121.668506,25.047347,公車站,交通便利設施,blue
1645,天道清修院,新北市汐止區勤進路,317454.0992,2771188.426,121.668506,25.047347,公車站,交通便利設施,blue
1646,踏翠亭,台北市北投區,317907.0149,2770429.569,121.672957,25.040476,公車站,交通便利設施,blue
1647,梅友亭,台北市北投區,318336.1081,2770286.933,121.677202,25.039169,公車站,交通便利設施,blue
1648,光明寺,台北市北投區,317287.7617,2769537.355,121.666777,25.032449,公車站,交通便利設施,blue
1649,石汐光明路口,台北市北投區,318632.731,2769677.633,121.680111,25.033655,公車站,交通便利設施,blue
1650,白雲茶園,台北市北投區,315403.1202,2769887.097,121.648119,25.035689,公車站,交通便利設施,blue
1651,森林小學,台北市北投區,314733.9748,2770049.732,121.641496,25.037186,公車站,交通便利設施,blue
1652,白匏湖垃圾場,台北市北投區,315421.1511,2771158.153,121.648358,25.047163,公車站,交通便利設施,blue
1653,白雲寺,新北市汐止區汐碇路143號,315819.4616,2771592.18,121.652326,25.051064,公車站,交通便利設施,blue
1654,福德土地公,台北市北投區,315762.9881,2771710.985,121.651772,25.052139,公車站,交通便利設施,blue
1655,薄荷社區,台北市北投區,315836.186,2772329.766,121.652527,25.057722,公車站,交通便利設施,blue
1656,汐碇路口,台北市北投區,315987.8806,2772469.072,121.6540371,25.058973,公車站,交通便利設施,blue
1657,莊敬街口,新北市汐止區莊敬街135-137,316041.8661,2772674.479,121.654582,25.060825,公車站,交通便利設施,blue
1658,青山國中,台北市北投區,316196.4669,2772710.564,121.656116,25.061144,公車站,交通便利設施,blue
1659,莊敬街5號,莊敬街5號(新巴士),316352.4024,2772762.497,121.657664,25.061606,公車站,交通便利設施,blue
1660,新興路12號,新北市汐止區新興路18號,316223.2831,2773103.928,121.6564007,25.064694,公車站,交通便利設施,blue
1661,大同路二段312巷10號,台北市北投區,316175.4353,2773260.767,121.655934,25.066112,公車站,交通便利設施,blue
1662,汐止公園,大同路二段462號對面(向東),316568.3835,2773411.333,121.659836,25.067454,公車站,交通便利設施,blue
1663,汐止,大同路二段535號同向(向東),316787.8437,2773592.518,121.66202,25.06908,公車站,交通便利設施,blue
1664,汐止公園,大同路二段462號(向西),316565.2805,2773447.65,121.659807,25.067782,公車站,交通便利設施,blue
1665,黃昏市場,新北市汐止區秀峰路17-39號,316532.4574,2773183.48,121.6594689,25.0653986,公車站,交通便利設施,blue
1666,吉祥街口,台北市北投區,317342.2623,2774976.44,121.667583,25.081549,公車站,交通便利設施,blue
1667,玉泉宮,台北市北投區,317116.9027,2774852.152,121.665343,25.080437,公車站,交通便利設施,blue
1668,春之霖社區,台北市北投區,316901.5545,2774711.856,121.6632015,25.07918,公車站,交通便利設施,blue
1669,鹽水洞,台北市北投區,316602.0203,2774388.712,121.6602167,25.076276,公車站,交通便利設施,blue
1670,世貿國家公園社區,台北市北投區,316441.665,2774032.468,121.65861,25.073067,公車站,交通便利設施,blue
1671,長江街57巷口,台北市北投區,316235.6428,2773881.04,121.6565606,25.071709,公車站,交通便利設施,blue
1672,長江街13巷口,台北市北投區,316072.815,2773827.856,121.6549441,25.071236,公車站,交通便利設施,blue
1673,江北社區,新北市汐止區汐萬路一段81號對面,316042.8306,2773684.153,121.65464,25.06994,公車站,交通便利設施,blue
1674,江北橋頭,新北市汐止區汐萬路一段17號(向南),316179.5633,2773408.112,121.655982,25.067442,公車站,交通便利設施,blue
1675,汐止國中,大同路二段394號對向(向東),316460.6237,2773371.484,121.658766,25.067099,公車站,交通便利設施,blue
1676,黃昏市場,新北市汐止區秀峰路18-46號,316545.4418,2773187.731,121.6595978,25.0654364,公車站,交通便利設施,blue
1677,秀峰高中(忠孝東路),忠孝東路222號同向(向北),316806.0854,2773328.641,121.662188,25.066697,公車站,交通便利設施,blue
